NOME,QoE,TempoJogo,UsoCpu,UsoRam,UsoGpu,UsoVram,DelayVideo,DelayComandos,JitterVideo,JitterComandos,PerdaVideo,PerdaComandos,Jogo,TerminoPartida,JogariaNovamente,EstadoEspirito,IDADE,GENERO,CURSO,HORASJOGASEMANA,RESOLUCAO,FREQUENCIA,QUALJAJOGOU,TEMPOQUALJAJOGOU,MOUSEMANETEVR
Player 71,4,3.0,18.0,14.0,8.0,8.0,0,50,0,10,0.0,3.0,Spelunky,14.9,SIM,Feliz,22.0,M,Ciências da Computação,8.0,1080p,60.0,Half-Life 2,8.0,Mouse e Celular
Player 3,3,3.0,45.0,16.0,8.0,9.0,100,100,25,10,2.5,2.5,Half-Life 2,19.21,,,,,,,,,,,
Player 3,3,3.0,31.0,14.0,7.0,8.0,75,25,0,5,2.0,2.0,Half-Life 2,19.11,,,,,,,,,,,
Player 44,0,,,,,,35,0,40,0,10.0,0.0,Rise of Tomb Raider,21.23,NAO,Indiferente,,,,,,,,,
Player 65,6,4.0,17.0,13.0,8.0,8.0,0,50,0,25,0.0,2.0,Spelunky,17.8,SIM,Triste,21.0,F,Matemática Computacional,8.0,-1080p,60.0,Nenhum,0.0,Mouse
Player 1,6,3.0,37.0,15.0,8.0,8.0,125,125,5,5,0.0,0.0,Half-Life 2,18.18,,,,,,,,,,,
Player 3,3,3.0,49.0,15.0,24.0,21.0,50,125,25,20,1.5,1.5,Half-Life 2,18.47,,,,,,,,,,,
Player 3,2,3.0,37.0,15.0,9.0,9.0,100,0,25,0,0.5,0.0,Half-Life 2,15.51,,,,,,,,,,,
Player 1,1,3.0,26.0,15.0,8.0,8.0,150,0,15,0,0.5,0.0,Spelunky,19.15,,,,,,,,,,,
Player 44,6,,,,,,35,0,0,0,10.0,0.0,Spelunky,22.27,SIM,Indiferente,,,,,,,,,
Player 74,6,,,,,,35,35,0,0,10.0,10.0,Rise of Tomb Raider,18.02,SIM,Indiferente,,,,,,,,,
Player 1,2,3.0,59.0,26.0,35.0,30.0,0,100,0,5,0.0,2.5,Half-Life 2,17.17,,,,,,,,,,,
Player 1,1,3.0,26.0,15.0,7.0,8.0,125,100,20,5,0.5,0.5,Spelunky,14.04,,,,,,,,,,,
Player 68,5,3.0,18.0,14.0,8.0,8.0,100,0,10,0,1.5,0.0,Spelunky,19.3,SIM,Feliz,20.0,M,Ciências da Computação,2.0,-1080p,60.0,Nenhum,0.0,Nenhum
Player 83,2,,,,,,20,20,10,0,1.5,1.5,Rise of Tomb Raider,20.09,NAO,Feliz,,,,,,,,,
Player 3,2,3.0,39.0,16.0,9.0,9.0,100,0,0,0,0.5,0.0,Half-Life 2,16.4,NAO,Indiferente,29.0,M,Doutorado Física,8.0,1080p,144.0,Nenhum,0.0,Mouse
Player 3,5,4.0,49.0,15.0,37.0,32.0,0,150,0,25,0.0,0.0,Half-Life 2,18.39,,,,,,,,,,,
Player 1,5,3.0,54.0,16.0,25.0,22.0,50,75,15,20,3.0,3.0,Half-Life 2,18.31,,,,,,,,,,,
Player 3,2,3.0,78.0,28.0,7.0,8.0,125,100,15,25,0.5,0.5,Half-Life 2,17.21,,,,,,,,,,,
Player 74,0,,,,,,35,0,30,0,10.0,0.0,Rise of Tomb Raider,17.17,NAO,Triste,,,,,,,,,
Player 83,5,,,,,,0,15,0,15,0.0,2.5,Rise of Tomb Raider,20.03,SIM,Feliz,,,,,,,,,
Player 3,4,3.0,29.0,13.0,7.0,8.0,0,50,0,15,0.0,1.5,Half-Life 2,15.02,,,,,,,,,,,
Player 50,4,3.0,37.0,16.0,9.0,9.0,0,25,0,15,0.0,3.0,Half-Life 2,15.6,SIM,Feliz,21.0,F,Ciências da Computação,8.0,1080p,144.0,Nenhum,0.0,Mouse e Manete e Celular
Player 83,2,,,,,,0,20,0,5,0.0,3.0,Rise of Tomb Raider,20.2,NAO,Feliz,,,,,,,,,
Player 1,5,,,,,,10,0,5,0,1.5,0.0,Spelunky,18.07,SIM,Indiferente,,,,,,,,,
Player 74,3,,,,,,30,25,0,20,5.0,5.0,Rise of Tomb Raider,13.44,SIM,Indiferente,,,,,,,,,
Player 3,1,3.0,32.0,14.0,8.0,8.0,150,100,25,0,2.0,2.0,Half-Life 2,15.32,,,,,,,,,,,
Player 1,6,3.0,47.0,16.0,25.0,22.0,25,25,10,15,0.0,0.0,Half-Life 2,18.19,,,,,,,,,,,
Player 1,0,,,,,,30,0,10,0,2.5,0.0,Rise of Tomb Raider,21.14,NAO,Indiferente,,,,,,,,,
Player 44,0,,,,,,30,30,10,15,3.0,3.0,Rise of Tomb Raider,13.35,NAO,Indiferente,,,,,,,,,
Player 3,3,3.0,37.0,18.0,8.0,8.0,0,50,0,5,0.0,2.0,Half-Life 2,15.21,,,,,,,,,,,
Player 3,6,3.0,38.0,15.0,9.0,9.0,25,0,20,0,0.0,0.0,Half-Life 2,20.13,,,,,,,,,,,
Player 1,1,3.0,61.0,22.0,8.0,8.0,150,25,10,10,1.5,1.5,Spelunky,22.53,,,,,,,,,,,
Player 1,1,3.0,29.0,14.0,8.0,8.0,150,50,0,25,2.5,2.5,Spelunky,16.25,,,,,,,,,,,
Player 1,1,3.0,39.0,15.0,8.0,9.0,0,100,0,5,0.0,1.5,Half-Life 2,13.43,,,,,,,,,,,
Player 5,4,3.0,54.0,17.0,26.0,23.0,50,0,15,0,1.0,0.0,Half-Life 2,13.27,,,,,,,,,,,
Player 1,0,,,,,,30,30,5,0,1.5,1.5,Spelunky,16.42,NAO,Indiferente,,,,,,,,,
Player 1,2,3.0,62.0,22.0,8.0,8.0,125,50,20,10,0.5,0.5,Spelunky,22.54,,,,,,,,,,,
Player 1 neiva,4,4.0,21.0,11.0,5.0,7.0,0,100,0,5,0.0,1.5,Half-Life 2,19.1,SIM,Indiferente,23.0,M,Sistemas de Informação,-1.0,-1080p,60.0,Nenhum,0.0,Mouse
Player 1,5,3.0,47.0,14.0,36.0,31.0,50,25,20,0,0.5,0.5,Half-Life 2,17.13,,,,,,,,,,,
Player 1,1,3.0,41.0,15.0,25.0,22.0,0,150,0,10,0.0,1.5,Half-Life 2,18.08,,,,,,,,,,,
Player 1,3,3.0,39.0,15.0,9.0,9.0,0,50,0,10,0.0,2.5,Half-Life 2,14.06,,,,,,,,,,,
Player 1,6,3.0,38.0,15.0,9.0,9.0,50,0,10,0,0.0,0.0,Half-Life 2,18.12,,,,,,,,,,,
Player 1,5,3.0,27.0,15.0,8.0,8.0,0,150,0,5,0.0,0.0,Spelunky,14.12,,,,,,,,,,,
Player 1,4,3.0,64.0,21.0,23.0,21.0,50,0,25,0,3.0,0.0,Half-Life 2,18.45,,,,,,,,,,,
Player 1,1,3.0,33.0,14.0,8.0,9.0,125,125,10,0,3.0,3.0,Half-Life 2,17.23,,,,,,,,,,,
Player 1,5,3.0,30.0,13.0,9.0,9.0,25,100,25,25,1.0,1.0,Spelunky,13.54,,,,,,,,,,,
Player 74,1,,,,,,0,35,0,40,0.0,20.0,Rise of Tomb Raider,18.05,NAO,Indiferente,,,,,,,,,
Player 3,3,3.0,36.0,16.0,8.0,8.0,50,50,20,0,1.0,1.0,Half-Life 2,15.38,,,,,,,,,,,
Player 1,2,3.0,41.0,13.0,26.0,23.0,125,150,20,20,0.0,1.5,Half-Life 2,18.02,,,,,,,,,,,
Player 3,4,3.0,38.0,16.0,9.0,9.0,25,25,15,5,1.0,1.0,Half-Life 2,15.31,,,,,,,,,,,
Player 5,2,3.0,68.0,27.0,29.0,25.0,0,50,0,5,0.0,2.5,Half-Life 2,18.55,,,,,,,,,,,
Player 1,6,3.0,70.0,37.0,20.0,18.0,150,0,0,0,0.0,0.0,Half-Life 2,18.37,,,,,,,,,,,
Player 1,6,3.0,38.0,15.0,9.0,9.0,0,50,0,20,1.5,1.5,Half-Life 2,19.47,,,,,,,,,,,
Player 3,4,3.0,52.0,22.0,8.0,8.0,25,150,20,20,0.5,0.5,Half-Life 2,13.23,,,,,,,,,,,
Player 78,5,3.0,22.0,17.0,22.0,15.0,50,100,20,20,2.0,2.0,FEAR,17.0,SIM,Feliz,19.0,M,Engenharia Elétrica,4.0,1080p,60.0,Nenhum,0.0,Mouse
Player 3,2,3.0,32.0,16.0,8.0,8.0,0,125,0,10,0.0,1.5,Half-Life 2,15.43,,,,,,,,,,,
Player 65,3,3.0,26.0,15.0,13.0,12.0,100,0,20,0,2.5,0.0,Half-Life 2,13.1,SIM,Indiferente,21.0,F,Matemática Computacional,8.0,-1080p,60.0,Nenhum,0.0,Mouse
Player 1,2,,,,,,20,0,5,0,3.0,0.0,Spelunky,19.05,NAO,Indiferente,,,,,,,,,
Player 3,3,3.0,33.0,15.0,9.0,9.0,0,75,0,5,0.0,3.0,Half-Life 2,14.40,,,,,,,,,,,
Player 5,1,4.0,74.0,35.0,30.0,26.0,150,25,20,5,1.0,1.0,Half-Life 2,17.36,,,,,,,,,,,
Player 74,0,,,,,,0,30,0,25,0.0,20.0,Rise of Tomb Raider,16.55,NAO,Indiferente,,,,,,,,,
Player 18,5,3.0,41.0,14.0,10.0,10.0,0,50,0,25,0.0,1.0,Half-Life 2,,SIM,Feliz,19.0,M,Física,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 81,6,,,,,,15,0,5,0,2.5,0.0,Spelunky,16.58,SIM,Feliz,,,,,,,,,
Player 1,5,4.0,80.0,58.0,27.0,24.0,0,50,0,5,0.0,0.5,Half-Life 2,15.26,,,,,,,,,,,
Player 1,6,3.0,39.0,15.0,9.0,9.0,0,125,0,15,0.0,0.0,Spelunky,18.58,,,,,,,,,,,
Player 1,0,3.0,37.0,16.0,8.0,8.0,150,125,15,15,3.0,3.0,Half-Life 2,17.20,,,,,,,,,,,
Player 1,1,3.0,40.0,16.0,9.0,9.0,0,150,0,0,0.0,3.0,Half-Life 2,17.52,,,,,,,,,,,
Player 1,3,3.0,24.0,13.0,7.0,8.0,100,0,25,0,1.0,0.0,Spelunky,16.21,,,,,,,,,,,
Player 3,3,3.0,38.0,15.0,9.0,9.0,75,75,5,20,2.5,2.5,Half-Life 2,14.45,,,,,,,,,,,
Player 1,5,3.0,27.0,15.0,8.0,8.0,75,0,25,0,2.0,0.0,Spelunky,18.31,,,,,,,,,,,
Player 1,6,3.0,37.0,19.0,8.0,8.0,0,50,0,25,0.0,3.0,Spelunky,18.30,,,,,,,,,,,
Player 41,5,3.0,28.0,14.0,8.0,9.0,75,25,10,0,1.0,1.0,Spelunky,15.1,SIM,Feliz,18.0,M,Ensino Médio,5.0,1080p,60.0,Spelunky,8.0,Mouse e Manete
Player 5,0,,,,,,30,0,15,0,3.0,0.0,Rise of Tomb Raider,16.26,NAO,Indiferente,,,,,,,,,
Player 5,2,4.0,48.0,15.0,29.0,25.0,150,0,15,0,2.5,0.0,Half-Life 2,20.32,,,,,,,,,,,
Player 44,0,,,,,,0,30,0,5,0.0,1.5,Rise of Tomb Raider,15.0,NAO,Indiferente,,,,,,,,,
Player 3,1,3.0,34.0,15.0,8.0,9.0,150,100,25,20,0.0,0.5,Half-Life 2,16.24,,,,,,,,,,,
Player 18,6,3.0,20.0,15.0,8.0,9.0,0,25,0,5,0.0,1.5,Spelunky,17.5,SIM,Feliz,19.0,M,Física,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 1,4,,,,,,10,0,0,0,2.0,0.0,Spelunky,17.52,SIM,Indiferente,,,,,,,,,
Player 1,4,,,,,,0,15,0,5,0.0,1.5,Spelunky,17.44,SIM,Indiferente,,,,,,,,,
Player 3,4,3.0,38.0,15.0,8.0,9.0,25,75,10,5,2.0,2.0,Half-Life 2,15.26,,,,,,,,,,,
Player 3,5,3.0,30.0,17.0,7.0,8.0,100,150,10,0,0.0,0.0,Half-Life 2,15.34,,,,,,,,,,,
Player 3,4,3.0,37.0,14.0,8.0,9.0,100,125,0,20,0.5,0.5,Half-Life 2,18.50,,,,,,,,,,,
Player 3,5,3.0,35.0,15.0,8.0,9.0,125,0,5,0,0.0,3.0,Half-Life 2,14.55,,,,,,,,,,,
Player 3,3,3.0,34.0,14.0,8.0,9.0,50,75,20,15,2.5,2.5,Half-Life 2,15.06,,,,,,,,,,,
Player 3,3,3.0,37.0,14.0,9.0,9.0,100,0,10,0,3.0,0.0,Half-Life 2,15.40,,,,,,,,,,,
Player 3,4,3.0,71.0,18.0,23.0,21.0,25,50,20,25,0.5,0.5,Half-Life 2,19.26,,,,,,,,,,,
Player 18,5,3.0,36.0,16.0,9.0,9.0,50,100,20,5,0.0,0.0,Half-Life 2,16.4,SIM,Feliz,19.0,M,Física,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 1,4,3.0,24.0,15.0,8.0,8.0,75,0,20,0,0.5,0.0,Spelunky,19.18,,,,,,,,,,,
Player 3,2,3.0,36.0,15.0,9.0,9.0,100,100,5,25,2.0,2.0,Half-Life 2,16.59,,,,,,,,,,,
Player 15,1,5.0,18.0,13.0,5.0,7.0,0,50,0,15,0.0,0.5,Half-Life 2,,NAO,Indiferente,21.0,M,Sistemas de Informação,5.0,1080p,144.0,Nenhum,0.0,Mouse
Player 3,3,3.0,33.0,16.0,9.0,9.0,0,150,0,0,0.0,2.5,Half-Life 2,15.14,,,,,,,,,,,
Player 3,2,3.0,34.0,15.0,9.0,9.0,125,0,15,0,1.5,0.0,Half-Life 2,16.50,,,,,,,,,,,
Player 1,4,3.0,27.0,13.0,8.0,9.0,50,0,25,0,0.0,0.0,Spelunky,13.59,,,,,,,,,,,
Player 1,5,3.0,27.0,15.0,8.0,8.0,50,50,15,20,0.5,0.5,Spelunky,19.29,,,,,,,,,,,
Player 5,3,3.0,49.0,14.0,29.0,26.0,0,75,0,10,0.0,0.5,Half-Life 2,18.24,,,,,,,,,,,
Player 44,0,,,,,,35,35,40,0,20.0,20.0,Rise of Tomb Raider,21.53,NAO,Indiferente,,,,,,,,,
Player 1,6,3.0,56.0,16.0,24.0,21.0,25,50,25,20,0.0,0.0,Half-Life 2,18.35,,,,,,,,,,,
Player 1,5,3.0,27.0,13.0,8.0,8.0,75,50,5,15,1.0,1.0,Spelunky,16.53,,,,,,,,,,,
Player 5,3,,,,,,2,0,12,0,10.0,0.0,Rise of Tomb Raider,16.18,SIM,Indiferente,,,,,,,,,
Player 3,3,3.0,34.0,16.0,9.0,9.0,25,75,25,0,1.5,1.5,Half-Life 2,15.25,,,,,,,,,,,
Player 1,6,3.0,27.0,14.0,8.0,8.0,25,50,10,5,0.5,0.5,Spelunky,16.29,,,,,,,,,,,
Player 81,3,,,,,,25,15,0,10,10.0,10.0,Spelunky,11.25,SIM,Indiferente,,,,,,,,,
Player 44,0,,,,,,0,35,0,40,0.0,10.0,Spelunky,22.37,NAO,Indiferente,,,,,,,,,
Player 1,6,3.0,38.0,15.0,9.0,9.0,75,50,15,20,0.0,0.0,Half-Life 2,20.14,,,,,,,,,,,
Player 3,3,3.0,38.0,15.0,9.0,9.0,50,0,15,0,0.5,0.0,Half-Life 2,18.08,,,,,,,,,,,
Player 44,0,,,,,,40,0,30,0,10.0,0.0,Rise of Tomb Raider,22.0,NAO,Indiferente,,,,,,,,,
Player 5,4,,,,,,0,30,0,0,0.0,5.0,Rise of Tomb Raider,15.1,SIM,Indiferente,,,,,,,,,
Player 34,4,4.0,25.0,17.0,9.0,9.0,50,50,0,15,2.0,2.0,Half-Life 2,14.6,SIM,Feliz,23.0,F,Sistemas de Informação,8.0,1440p,144.0,Nenhum,0.0,Mouse
Player 74,6,,,,,,0,35,0,0,0.0,20.0,Rise of Tomb Raider,12.29,SIM,Indiferente,,,,,,,,,
Player 3,3,3.0,49.0,16.0,36.0,31.0,0,125,0,0,0.0,1.0,Half-Life 2,18.44,,,,,,,,,,,
Player 1,1,3.0,37.0,14.0,9.0,9.0,150,75,20,10,2.0,2.0,Half-Life 2,17.18,,,,,,,,,,,
Player 67,4,4.0,22.0,20.0,19.0,14.0,0,75,0,10,0.0,2.0,FEAR,15.2,SIM,Indiferente,21.0,M,Ciências da Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete e Celular
Player 45,5,3.0,25.0,13.0,8.0,8.0,100,150,5,10,3.0,3.0,Spelunky,12.0,SIM,Feliz,19.0,M,Matemática,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 3,4,3.0,39.0,14.0,9.0,9.0,50,25,10,25,1.5,1.5,Half-Life 2,18.47,,,,,,,,,,,
Player 1,5,3.0,80.0,22.0,22.0,19.0,25,0,10,0,2.5,0.0,Half-Life 2,22.49,,,,,,,,,,,
Player 3,2,3.0,42.0,14.0,26.0,24.0,100,0,25,0,1.0,0.0,Half-Life 2,20.12,,,,,,,,,,,
Player 3,5,3.0,38.0,16.0,8.0,9.0,125,0,20,0,0.0,0.0,Half-Life 2,15.06,,,,,,,,,,,
Player 60,4,4.0,22.0,13.0,7.0,8.0,50,0,25,0,2.0,0.0,Spelunky,16.8,SIM,Indiferente,21.0,M,Sistemas de Informação,8.0,1080p,75.0,Nenhum,0.0,Mouse e Manete e Celular
Player 1,6,,,,,,2,10,5,10,0.0,0.0,Spelunky,17.55,SIM,Indiferente,,,,,,,,,
Player 3,4,3.0,38.0,15.0,9.0,9.0,25,100,15,5,0.5,0.5,Half-Life 2,16.26,,,,,,,,,,,
Player 3,4,3.0,36.0,14.0,8.0,9.0,0,100,0,15,0.0,0.0,Half-Life 2,16.06,,,,,,,,,,,
Player 5,3,3.0,43.0,15.0,11.0,10.0,150,0,5,0,2.0,2.0,Half-Life 2,16.22,,,,,,,,,,,
Player 3,1,3.0,27.0,14.0,7.0,8.0,75,0,5,0,3.0,0.0,Half-Life 2,20.03,,,,,,,,,,,
Player 74,0,,,,,,40,40,30,0,10.0,10.0,Rise of Tomb Raider,14.32,NAO,Indiferente,,,,,,,,,
Player 3,5,3.0,36.0,16.0,9.0,9.0,50,0,20,0,2.0,0.0,Spelunky,17.09,,,,,,,,,,,
Player 83,5,,,,,,0,0,0,0,3.0,0.0,Rise of Tomb Raider,19.35,SIM,Feliz,,,,,,,,,
Player 3,5,3.0,37.0,16.0,9.0,9.0,50,0,20,0,0.5,0.0,Half-Life 2,15.44,,,,,,,,,,,
Player 1,2,3.0,57.0,56.0,9.0,9.0,125,0,0,0,1.5,0.0,Spelunky,14.48,,,,,,,,,,,
Player 84,5,,,,,,25,0,0,0,10.0,0.0,Rise of Tomb Raider,11.04,SIM,Indiferente,,,,,,,,,
Player 1,5,3.0,68.0,33.0,24.0,21.0,50,0,15,0,1.5,0.0,Half-Life 2,16.03,,,,,,,,,,,
Player 81,2,,,,,,0,20,0,5,0.0,2.0,Spelunky,11.2,NAO,Indiferente,,,,,,,,,
Player 1,5,3.0,66.0,20.0,25.0,22.0,50,50,20,10,2.5,2.5,Half-Life 2,19.14,,,,,,,,,,,
Player 44,5,,,,,,0,0,0,0,0.0,3.0,Rise of Tomb Raider,14.45,SIM,Indiferente,,,,,,,,,
Player 3,2,3.0,39.0,15.0,9.0,9.0,50,0,25,0,3.0,0.0,Half-Life 2,19.35,,,,,,,,,,,
Player 5,3,3.0,52.0,15.0,35.0,30.0,50,25,25,25,1.0,1.0,Half-Life 2,20.13,,,,,,,,,,,
Player 44,0,,,,,,35,35,30,40,10.0,10.0,Rise of Tomb Raider,19.29,NAO,Indiferente,,,,,,,,,
Player 3,4,3.0,39.0,14.0,8.0,9.0,50,150,5,20,2.0,2.0,Half-Life 2,19.03,,,,,,,,,,,
Player 3,5,3.0,38.0,16.0,9.0,9.0,0,25,0,25,0.0,0.0,Half-Life 2,15.02,,,,,,,,,,,
Player 1,5,3.0,78.0,37.0,22.0,20.0,25,0,5,0,2.0,0.0,Half-Life 2,18.15,,,,,,,,,,,
Player 83,0,,,,,,0,30,0,15,0.0,1.5,Rise of Tomb Raider,19.36,SIM,Feliz,,,,,,,,,
Player 1,6,3.0,77.0,57.0,9.0,9.0,50,25,10,25,0.0,0.0,Half-Life 2,13.42,,,,,,,,,,,
Player 7,3,3.0,51.0,15.0,30.0,27.0,0,75,0,20,0.0,0.5,Half-Life 2,10.33,,,,,,,,,,,
Player 3,5,3.0,39.0,15.0,9.0,9.0,25,50,0,10,1.0,1.0,Half-Life 2,18.39,,,,,,,,,,,
Player 3,1,3.0,38.0,13.0,9.0,9.0,100,0,15,0,1.0,0.0,Half-Life 2,18.49,,,,,,,,,,,
Player 1,5,3.0,28.0,13.0,9.0,9.0,150,125,0,10,0.0,0.0,Spelunky,18.30,,,,,,,,,,,
Player 5,5,4.0,32.0,14.0,9.0,9.0,75,0,15,0,0.0,0.0,Spelunky,17.50,,,,,,,,,,,
Player 3,5,3.0,37.0,16.0,9.0,9.0,25,50,5,5,2.0,2.0,Half-Life 2,15.11,,,,,,,,,,,
Player 1,4,3.0,28.0,13.0,9.0,9.0,25,0,0,0,2.5,0.0,Spelunky,16.08,,,,,,,,,,,
Player 1,6,3.0,28.0,15.0,7.0,8.0,50,0,10,0,0.0,0.0,Spelunky,19.20,,,,,,,,,,,
Player 74,5,,,,,,40,40,0,0,5.0,0.0,Rise of Tomb Raider,17.46,SIM,Indiferente,,,,,,,,,
Player 1,6,3.0,75.0,36.0,21.0,19.0,0,25,0,20,0.0,1.5,Half-Life 2,18.05,,,,,,,,,,,
Player 1,1,3.0,39.0,15.0,9.0,9.0,150,0,15,0,2.5,0.0,Half-Life 2,19.56,,,,,,,,,,,
Player 74,6,,,,,,20,0,0,0,3.0,0.0,Rise of Tomb Raider,13.54,SIM,Indiferente,,,,,,,,,
Player 5,1,4.0,64.0,51.0,29.0,25.0,100,75,20,0,1.0,1.0,Half-Life 2,13.49,,,,,,,,,,,
Player 3,1,3.0,35.0,15.0,8.0,8.0,150,0,5,0,3.0,0.0,Half-Life 2,16.38,,,,,,,,,,,
Player 74,0,,,,,,0,40,0,40,0.0,10.0,Rise of Tomb Raider,18.11,NAO,Indiferente,,,,,,,,,
Player 25,6,3.0,39.0,16.0,10.0,10.0,0,50,0,20,0.0,1.5,Half-Life 2,,SIM,Feliz,18.0,F,Ciências da Computação,1.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 74,0,,,,,,0,40,0,30,0.0,20.0,Rise of Tomb Raider,17.05,NAO,Indiferente,,,,,,,,,
Player 1,1,3.0,68.0,33.0,23.0,20.0,125,125,20,20,0.0,3.0,Half-Life 2,15.59,,,,,,,,,,,
Player 3,2,3.0,37.0,14.0,9.0,9.0,75,0,15,0,2.0,0.0,Half-Life 2,19.24,,,,,,,,,,,
Player 1,2,3.0,38.0,14.0,9.0,9.0,100,100,20,0,1.0,1.0,Half-Life 2,15.56,,,,,,,,,,,
Player 83,5,,,,,,0,2,0,5,0.0,2.5,Rise of Tomb Raider,20.11,SIM,Feliz,,,,,,,,,
Player 62,5,4.0,25.0,17.0,19.0,14.0,0,125,0,25,0.0,0.5,FEAR,17.2,SIM,Feliz,20.0,M,Sistemas de Informação,4.0,1080p,75.0,Nenhum,0.0,Mouse
Player 44,6,,,,,,15,20,5,15,1.5,1.5,Rise of Tomb Raider,13.5,SIM,Indiferente,,,,,,,,,
Player 1,4,3.0,40.0,14.0,10.0,10.0,75,0,5,0,3.0,0.0,Half-Life 2,16.19,,,,,,,,,,,
Player 18,5,3.0,40.0,16.0,10.0,10.0,50,25,0,15,2.0,2.0,Half-Life 2,16.3,SIM,Feliz,19.0,M,Física,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 3,1,3.0,37.0,15.0,9.0,9.0,0,125,0,20,0.0,2.0,Half-Life 2,16.12,,,,,,,,,,,
Player 5,3,,,,,,25,10,0,12,10.0,10.0,Rise of Tomb Raider,15.03,NAO,Indiferente,,,,,,,,,
Player 74,5,,,,,,35,40,0,30,0.0,0.0,Rise of Tomb Raider,14.02,SIM,Indiferente,,,,,,,,,
Player 3,6,3.0,55.0,16.0,37.0,32.0,0,50,0,20,0.0,0.0,Half-Life 2,17.35,,,,,,,,,,,
Player 1,6,3.0,32.0,14.0,9.0,9.0,100,0,15,0,0.0,0.0,Half-Life 2,16.52,,,,,,,,,,,
Player 3,1,3.0,33.0,13.0,10.0,9.0,150,150,10,15,3.0,3.0,Half-Life 2,16.56,,,,,,,,,,,
Player 1,5,3.0,37.0,15.0,9.0,9.0,75,0,0,0,0.5,0.0,Half-Life 2,16.42,,,,,,,,,,,
Player 28,4,3.0,22.0,15.0,8.0,9.0,50,0,25,0,0.0,0.0,Spelunky,16.2,SIM,Indiferente,22.0,M,Ciências da Computação,6.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 44,6,,,,,,35,0,0,0,10.0,0.0,Rise of Tomb Raider,21.11,SIM,Indiferente,,,,,,,,,
Player 48,3,4.0,14.0,16.0,14.0,11.0,100,50,0,5,1.0,1.0,FEAR,13.5,0,0,37.0,M,Professor,8.0,1440p,60.0,Nenhum,0.0,Mouse
Player 3,5,3.0,34.0,16.0,8.0,9.0,125,50,20,10,0.0,0.0,Half-Life 2,15.30,,,,,,,,,,,
Player 3,2,3.0,39.0,14.0,9.0,9.0,125,25,10,20,1.5,1.5,Half-Life 2,16.58,,,,,,,,,,,
Player 3,5,3.0,38.0,14.0,8.0,9.0,125,100,5,5,0.0,0.0,Half-Life 2,17.08,,,,,,,,,,,
Player 74,4,,,,,,35,40,0,40,10.0,10.0,Rise of Tomb Raider,17.06,SIM,Indiferente,,,,,,,,,
Player 44,4,,,,,,35,35,0,40,20.0,20.0,Rise of Tomb Raider,22.22,SIM,Indiferente,,,,,,,,,
Player 3,1,3.0,38.0,14.0,9.0,9.0,0,75,0,25,0.0,2.0,Half-Life 2,18.03,,,,,,,,,,,
Player 1,5,3.0,79.0,37.0,22.0,19.0,0,75,0,20,0.0,1.0,Half-Life 2,18.14,,,,,,,,,,,
Player 1,4,3.0,80.0,44.0,22.0,20.0,0,50,0,5,0.0,3.0,Half-Life 2,17.26,,,,,,,,,,,
Player 3,2,3.0,50.0,16.0,38.0,32.0,75,75,20,0,2.5,2.5,Half-Life 2,18.27,,,,,,,,,,,
Player 3,0,3.0,34.0,14.0,8.0,8.0,150,0,15,0,3.0,0.0,Half-Life 2,19.04,,,,,,,,,,,
Player 1,0,,,,,,30,15,5,10,2.5,2.5,Rise of Tomb Raider,20.06,NAO,Indiferente,,,,,,,,,
Player 3,5,3.0,39.0,13.0,9.0,9.0,0,25,0,5,0.0,1.0,Half-Life 2,16.24,,,,,,,,,,,
Player 1,2,3.0,19.0,14.0,9.0,9.0,50,150,5,25,3.0,3.0,Spelunky,13.38,,,,,,,,,,,
Player 3,4,3.0,38.0,14.0,9.0,9.0,50,0,5,0,0.5,0.0,Half-Life 2,15.11,,,,,,,,,,,
Player 1,6,3.0,35.0,16.0,8.0,9.0,25,25,15,5,1.5,1.5,Half-Life 2,17.30,,,,,,,,,,,
Player 1,3,3.0,38.0,15.0,8.0,9.0,100,75,0,0,0.5,0.5,Half-Life 2,14.01,,,,,,,,,,,
Player 1,4,3.0,74.0,57.0,9.0,9.0,100,0,0,0,1.5,0.0,Half-Life 2,13.46,,,,,,,,,,,
Player 81,1,,,,,,0,20,0,15,0.0,3.0,Spelunky,11.45,NAO,Indiferente,,,,,,,,,
Player 67,3,4.0,22.0,20.0,15.0,11.0,0,100,0,20,0.0,2.5,FEAR,15.5,SIM,Indiferente,21.0,M,Ciências da Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete e Celular
Player 1,4,4.0,67.0,58.0,9.0,9.0,100,0,15,0,2.0,0.0,Spelunky,15.54,,,,,,,,,,,
Player 74,6,,,,,,10,0,20,0,5.0,0.0,Rise of Tomb Raider,16.17,SIM,Indiferente,,,,,,,,,
Player 3,2,3.0,26.0,15.0,8.0,8.0,0,50,0,20,0.0,0.5,Spelunky,16.52,,,,,,,,,,,
